gene	chr	start	end	expression_CCLE	replication_time	noncoding_mutation_rate	local_GC_content	HiC_compartment	local_gene_density	wgs_mean_depth	wgs_percent_20x	capture_on_target_rate	capture_mean_depth	capture_pct200	capture_mean_percentGC
NOXO1	16	2028919	2031440	1747301	183	0.000002040026	0.58936	0.04588438	46	35.05405	64.35135	0.9364862	36.78033	0.9934426	64.27482
NPAS1	19	47524143	47549016	1175364	207	0.000002403316	0.51589	0.03499505	21	38.91892	71.91892	0.8310142	47.66557	1.888525	63.76167
NPAS2	2	101436613	101613287	339144	406	0.000002442166	0.4524333	0.01375156	6	53.10811	95.75676	0.8320446	121.7639	13.67541	51.04921
NPAS3	14	33408459	34273381	24372.38	929	0.000003294432	0.3813689	-0.02293503	2	43.67568	78.89189	0.7787883	85.56393	6.632787	47.82951
NPAS4	11	66188475	66194177	1963418	182	0.000001979673	0.54257	0.05469112	44	49.27027	95.13514	0.9709351	188.259	36.42951	56.03871
NPAT	11	108028121	108093365	411906.6	695	0.000002551429	0.39936	0.02619154	10	51.51351	97.91892	0.9427501	152.2754	21.3541	37.25251
NPBWR1	8	53852468	53853453	99394.92	697	0.000005000210	0.38823	-0.01941845	4	46.10811	69.97297	1	39.76393	0.07540984	65.82416
NPC1	18	21111464	21166581	347696	164	0.000002020848	0.44028	0.06382938	7	55.02703	97.18919	0.8860512	128.0393	17.18033	45.2271
NPC1L1	7	44552136	44580914	1577451	363	0.000002615426	0.42285	0.0487891	19	48.75676	90.67568	0.9281708	110.1836	11.11475	58.11445
NPC2	14	74946644	74960084	749329.3	384	0.000002081130	0.46724	0.03134914	23	49.21622	92.02703	0.7602897	221.0754	34.36393	44.96516
NPDC1	9	139933909	139940676	1951939	202	0.000003757480	0.62853	0.03992309	43	32.83784	57.56757	0.9112259	28.9377	0.3606557	66.75126
NPEPL1	20	57267862	57290899	1026997	504	0.000003011304	0.48768	0.01454685	6	41.91892	78.40541	0.8204984	38.06557	1.796721	61.77014
NPEPPS	17	45608444	45700641	1229549	176	0.000002468934	0.431305	0.01793887	10	53.21622	94.10811	0.8721147	98.00656	12.9541	39.77688
NPFF	12	53900474	53901422	1469374	191	0.000002703871	0.47203	0.05456392	34	51.40541	98.64865	0.9569076	137.7508	16.79344	55.48094
NPFFR1	10	72014714	72043440	552278.2	225	0.000001845258	0.44367	0.04426134	13	43.72973	76.62162	0.8266394	27.61967	0.6065574	56.90845
NPFFR2	4	72897521	73013918	17885.08	811	0.000004012818	0.3635567	0.002873206	3	49.67568	95.97297	0.9174466	131.8262	16.18689	42.88014
NPHP3	3	132399454	132441276	211861.7	768	0.000003375477	0.380115	0.0244722	7	50.91892	89.86486	0.9059261	135.7934	17.98689	38.13311
NPHP4	1	5922870	6052531	508576.6	370	0.000002783221	0.50835	0.01324104	1	46.05405	90.67568	0.8443662	52.68197	2.740984	55.70736
NPHS1	19	36316274	36342895	1060028	321	0.000002634362	0.53191	0.04707956	46	48.89189	89.08108	0.9320484	101.6984	11.36066	58.00356
NPHS2	1	179519677	179545084	585744.2	613	0.000003226143	0.40025	-0.01407373	9	46.16216	87.16216	0.8558565	93.30164	10.07213	43.79676
NPIPA1	16	15031300	15045930	506127.8	214	0.000004032055	0.50824	0.02340907	7	68.13514	99.59459	0.8675451	230.6197	49.71803	45.43233
NPIPB3	16	21413456	21436658	499242.2	417	0.000003214109	0.47055	0.04916087	14	61.35135	93.78378	0.5584191	249.1836	55.92459	48.47534
NPL	1	182761394	182798588	651460.5	626	0.000003114601	0.41777	0.02209113	8	56.27027	98.78378	0.8418155	125.3016	14.15738	42.14776
NPM1	5	170814708	170837887	300839.8	347	0.000002359133	0.45608	0.03023782	6	47.43243	95.18919	0.8525695	104.6918	9.816393	38.0954
NPM2	8	21882354	21894407	576056.6	222	0.000002476071	0.43018	0.04061817	4	45.16216	90.81081	0.9003098	102.5344	13.00984	53.94651
NPM3	10	103541083	103543170	817474.2	335	0.000001679646	0.46982	0.03672089	19	44.21622	85.56757	0.894173	145.7311	21.14754	56.97717
NPNT	4	106816597	106892827	262173.7	361	0.000002262951	0.38212	0.007011674	6	44.05405	92.89189	0.8897385	87.01639	4.940984	44.21883
NPPA	1	11905769	11907840	519155.4	207	0.000002068967	0.50503	0.0426829	21	48.97297	96.08108	0.9026774	228.3508	35.34426	56.3412
NPPB	1	11917522	11918992	519155.4	207	0.000002068967	0.50503	0.0426829	21	43.02703	86.45946	0.9260888	82.83279	4.386885	60.68054
NPPC	2	232790135	232790959	893534.2	439	0.000002833124	0.46006	0.03288635	13	32.89189	50.7027	0.9708259	25.32459	0	67.75468
NPR1	1	153651164	153666467	1656449	183	0.000003016414	0.4798	0.04029549	43	48.35135	90.35135	0.90068	103.2	11.87213	57.47447
NPR2	9	35792406	35809727	885055.6	190	0.000001950899	0.49548	0.05122884	29	47.54054	93.64865	0.677578	135.4131	16.3541	52.02437
NPR3	5	32711665	32787252	477035.4	487	0.000004183639	0.42157	-0.01547765	7	61.43243	92.40541	0.8706426	135.4754	20.36393	52.11413
NPRL2	3	50384919	50388486	843768.5	206	0.000001584317	0.57015	0.0514909	38	45.86486	92.62162	0.9440406	108.4295	8.436066	55.02007
NPRL3	16	135806	188672	1005761	238	0.000003813477	0.5619938	0.03616801	48	42.94595	87.67568	0.8067712	27.27869	0.2098361	57.01145
NPS	10	129347613	129350935	470656.6	703	0.000002777351	0.43368	-0.03007832	3	54.13514	98.24324	0.9285804	281.7082	45.8459	38.71939
NPSR1	7	34697897	34917944	106020.6	949	0.000006115230	0.393635	-0.0003005886	2	55	97.10811	0.6213106	163.5213	24.51475	47.1497
NPTN	15	73852345	73925753	310306.9	416	0.000002514046	0.39754	0.02042699	7	49.81081	94.05405	0.8621224	116.9148	14.69508	48.70738
NPTX1	17	78440633	78450404	755390.5	222	0.000003023411	0.53507	0.02321033	14	38.37838	74.35135	0.9190409	108.6951	14.3082	60.14523
NPTX2	7	98246597	98259181	545144.6	560	0.000003360357	0.46108	0.02036442	9	39.08108	72.7027	0.8957019	105.4033	15.46557	60.20307
NPTXR	22	39214458	39240017	1317460	358	0.000002262657	0.52997	0.05420338	24	37.10811	72.43243	0.8840201	64.22295	2.957377	61.91632
NPVF	7	25264193	25268105	254553.2	444	0.000002963940	0.4139	0.03209943	7	52.54054	98.62162	0.9232383	178.459	39.01639	40.32926
NPW	16	2069521	2070755	1747301	183	0.000002040026	0.58936	0.04588438	46	29.94595	53	0.8115216	26.94098	0	71.39534
NPY	7	24323807	24331484	148161.6	478	0.000003555991	0.40047	0.006193896	6	46.08108	91.05405	0.8354559	98.06885	5.885246	51.20943
NPY1R	4	164245117	164253748	74427	1197	0.000005909678	0.37331	-0.01778295	3	49.59459	98.72973	0.9643588	106.3016	8.327869	39.0069
NPY2R	4	156129781	156138226	49937.92	944	0.000004755908	0.35886	-0.004786316	8	49.56757	95.83784	0.9807857	98.50164	5.32459	47.98425
NPY5R	4	164265091	164273084	74427	1197	0.000005909678	0.37331	-0.01778295	3	48.24324	96.2973	0.9920857	198.2951	36.80656	37.7111
NQO1	16	69743305	69760533	1410481	NaN	0.000002788989	0.38915	0.03916577	17	51.32432	96.81081	0.906032	225.4623	48.40984	48.33653
NQO2	6	3000067	3019994	430294.1	268	0.000002203713	0.45438	0.04157948	10	51.54054	98.97297	0.8692429	90.4623	6.885246	47.30936
NR0B1	23	30322540	30327495	73561.23	NaN	0.000004543014	0.40504	0.02801312	6	28.37838	58.32432	0.958289	43.71803	0.895082	54.9577
NR0B2	1	27237976	27240567	1025094	188	0.000001697486	0.50271	0.03420872	28	45.24324	84.48649	0.9605638	89.48525	5.816393	60.98718
NR1D1	17	38249041	38256973	1573630	202	0.000002095994	0.52469	0.02765636	29	50.89189	95.10811	0.806986	99	8.022951	57.57776
NR1D2	3	23986751	24022109	395355.2	211	0.000002239756	0.416035	0.002073205	5	45.86486	93.91892	0.9030283	116.2721	12.91475	39.21365
NR1H2	19	50879685	50886266	1072052	528	0.000003208083	0.52359	0.02573798	40	44.08108	83.72973	0.9362933	111.5738	15.10492	61.29695
NR1H3	11	47270449	47290400	1274054	198	0.000001939420	0.4995	0.03764394	19	47.24324	94.81081	0.8950561	121.8295	15.64918	55.30522
NR1H4	12	100867679	100957643	191698.3	787	0.000004035433	0.40703	-0.006402327	10	51.83784	95.81081	0.8773712	114.8033	11.77705	39.8695
NR1I2	3	119499331	119537331	422482.1	474	0.000002754397	0.41304	0.02445995	16	56.67568	96.54054	0.8477714	104.2328	10.7541	56.60722
NR1I3	1	161199458	161208000	731910.5	229	0.000003369219	0.481395	0.03932893	35	56.18919	97.24324	0.8126222	154.4721	22.92131	52.65919
NR2C1	12	95414060	95467404	365825.9	544	0.000002542729	0.40333	0.02734335	6	47.40541	96.43243	0.9068527	109.6557	9.803279	35.7703
NR2C2	3	14989236	15090778	483298.5	400	0.000002362919	0.457075	0.04321247	11	47.78378	96.27027	0.8659795	108.0885	10.64918	48.65385
NR2C2AP	19	19312226	19314238	940952.2	232	0.000002179841	0.53857	0.01710873	35	49.67568	95.83784	0.6885195	164.5639	24.40656	55.15702
NR2E1	6	108487215	108510011	334933.2	436	0.000001927124	0.43139	0.03504358	6	47.7027	90.56757	0.8752714	125.282	19.61311	47.75031
NR2E3	15	72102894	72110595	1039394	440	0.000002327511	0.43641	0.02525048	5	43.13514	83.27027	0.8454047	45.59344	3.763934	56.61335
NR2F1	5	92919043	92929778	263986.8	505	0.000003043503	0.41289	-0.0009711532	2	26.89189	53.67568	0.9455476	102.1705	10.38033	58.73589
NR2F2	15	96869157	96883490	94681.85	983	0.000005689873	0.40751	-0.02211769	1	41	80.67568	0.9419101	143.1344	25.84262	54.87102
NR2F6	19	17342695	17356151	865137.5	212	0.000002664102	0.53091	0.03834604	21	27.02703	51.10811	0.7991178	35.05902	2.285246	63.22986
NR3C1	5	142657497	142815077	138106.1	270	0.000001882142	0.3949833	0.04146752	3	48.2973	97.43243	0.8573689	144.3574	20.47869	41.23643
NR3C2	4	148999916	149363672	73879.62	914	0.000002708810	0.391724	-0.01453735	5	49.32432	96.21622	0.905616	124.5705	12.41967	44.10288
NR4A1	12	52445191	52453285	468067.3	234	0.000002140130	0.50967	0.04113099	16	43.89189	82.81081	0.9476203	114.2066	13.45246	62.16414
NR4A2	2	157180946	157189287	117104.8	440	0.000003254641	0.36165	0.003927907	1	49	90.97297	0.9365087	122.2754	16.44262	51.63539
NR4A3	9	102584137	102629173	280636.3	538	0.000002901406	0.393365	0.00805976	6	44.10811	82.18919	0.9112659	93.80328	6.554098	46.67731
NR5A1	9	127243515	127269699	492584	353	0.000002214004	0.49872	0.02357048	7	37.18919	69.35135	0.8560769	43.8459	1.183607	62.6002
NR5A2	1	199996770	200146548	120174	616	0.000003764161	0.41407	-0.007835376	1	49.91892	93.10811	0.8479001	116.6459	12.94754	45.55063
NR6A1	9	127284703	127533576	892645.3	345	0.000002189901	0.4477875	0.02925524	7	52.83784	96.08108	0.8320637	122.4754	15.92459	48.93322
NRAP	10	115348584	115423805	195179.8	587	0.000001926014	0.444635	0.0009378466	4	49.2973	95.81081	0.8472755	147.7705	18.9082	48.02954
NRARP	9	140194083	140196703	1724821	399	0.000004580567	0.63341	0.04273411	58	19.05405	35.97297	0.9590041	57.42295	0.09836066	66.17832
NRAS	1	115247079	115259515	600650.2	472	0.000002658445	0.39544	0.01059793	15	44.89189	97.91892	0.8718149	154.8426	24.70164	42.64284
NRBF2	10	64893007	64914785	219747.3	715	0.000003007523	0.40914	0.008030451	6	52.67568	95	0.8822672	71.6459	1.583607	43.87853
NRBP1	2	27651473	27665122	1244404	179	0.000001885469	0.47284	0.03924087	34	54.75676	98.67568	0.911649	190.8852	31.9082	48.13281
NRBP2	8	144915756	144923146	2376841	247	0.000003377925	0.57418	0.02241808	28	44.08108	75.27027	0.8800013	46.83279	2.796721	62.88428
NRCAM	7	107788084	108096826	441225	682	0.000003442534	0.395385	0.0006878891	11	52.56757	97.24324	0.8743653	109.0066	12.38689	39.71582
NRD1	1	52254868	52344609	707583	382	0.000002022879	0.391	0.01597044	8	51.48649	97.83784	0.8796059	115.141	12.01639	40.75349
NRF1	7	129251555	129396920	459188.5	253	0.000001961796	0.4333	0.03240057	13	51.83784	98.89189	0.8717189	161.2492	22.19672	48.3126
NRG1	8	31497268	32622558	28017.54	952	0.000005117338	0.3783777	-0.03223809	1	45.02703	91.32432	0.804076	118.5148	14.17705	45.98711
NRG2	5	139226364	139422884	749093.9	290	0.000001659227	0.47206	0.0573255	14	35.97297	72.97297	0.8117846	69.96066	4.203279	58.02507
NRG3	10	83635070	84746935	5106.5	1174	0.000007366301	0.3755658	-0.05253618	1	47.64865	90.64865	0.7197525	111.1574	12.20328	45.07113
NRG4	15	76234330	76304785	467195.1	406	0.000002623912	0.384195	0.02791318	18	44.97297	93.78378	0.7795864	133.2721	14.99344	35.86192
NRGN	11	124609829	124617102	168651.8	622	0.000003310299	0.44871	0.01400047	29	25.94595	50.51351	0.8501336	29.92459	0	66.01045
NRIP1	21	16333556	16437126	103852.5	526	0.000003453693	0.374215	0.00758995	5	56.75676	98.54054	0.9842467	184.8197	32.89836	40.81782
NRIP2	12	2934515	2944221	495532.1	443	0.000003223255	0.47971	0.0281198	7	49.32432	94.16216	0.89876	162.2656	23.25246	57.32663
NRIP3	11	9002123	9025596	595760.3	357	0.000002344139	0.44419	0.03316557	13	51.81081	90.2973	0.8988038	124.2721	18.05246	45.95816
NRK	23	105066536	105202596	18767.54	NaN	0.000004771609	0.37053	0.001908272	3	29.10811	72.78378	0.8805634	37.59672	0.8688525	40.83876
NRL	14	24549317	24553832	992349.8	355	0.000002226776	0.47845	0.01899036	23	37.81081	70.83784	0.9232837	60.24918	3.95082	63.07926
NRM	6	30655827	30658769	2115149	171	0.000002568568	0.48803	0.04146259	26	49.72973	95.02703	0.9238491	86.11148	7.740984	58.95602
NRN1	6	5998235	6007633	49113.69	693	0.000003452357	0.429175	0.01690949	3	42.94595	84.24324	0.8318731	95.88197	6.685246	57.26939
NRN1L	16	67918781	67920270	879834.5	158	0.000001672069	0.52494	0.04960163	45	41.05405	78.86486	0.9465464	60.72787	2.029508	62.59552
NRP1	10	33466420	33623833	360090.3	488	0.000003067993	0.42046	-0.008636986	5	58.7027	97.48649	0.887061	141.0197	20.40328	45.775
NRP2	2	206547224	206662856	278279.2	567	0.000002574115	0.44291	0.005459176	2	52.21622	97.13514	0.8888002	135.0754	16.6	52.2902
NRSN1	6	24126414	24147757	349698.2	825	0.000004010275	0.40015	-0.02088822	2	49.97297	98.64865	0.8988011	117.3869	10.36393	48.46065
NRSN2	20	327370	335511	879317.1	185	0.000003016845	0.4935	0.04135608	21	47.32432	90.48649	0.9278597	135.5541	13.52131	61.88593
NRTN	19	5823818	5828334	1217326	294	0.000002669797	0.5441	0.03461542	19	23.2973	45.40541	0.8493704	17.16393	0	68.9396
NRXN1	2	50145644	51259674	8891.038	1372	0.000006486261	0.3578983	-0.02461964	1	54.45946	93.27027	0.8241264	87.62295	9.344262	44.85806
NRXN2	11	64373648	64490660	1897094	411	0.000002139021	0.5217	0.05610683	32	41.51351	78.51351	0.8795826	77.65574	6.17377	59.09416
NRXN3	14	78870093	80330758	21522.5	905	0.000004612969	0.3903313	-0.03206484	1	48.78378	96.67568	0.7913694	118.4623	13.69508	49.01389
NSA2	5	74063103	74072734	418814.7	581	0.000002292971	0.39723	0.02968137	6	43.37838	95.32432	0.9208732	116.6295	10.29836	40.76965
NSD1	5	176560080	176727213	948717.3	227	0.000002760117	0.4607233	0.04234978	19	51.62162	97.08108	0.8977564	120.3869	12.39344	44.12706
NSDHL	23	151999511	152037907	211214.8	NaN	0.000003359895	0.456215	0.004557093	16	32.48649	82.64865	0.8980772	139.341	19.73443	50.40455
NSF	17	44668038	44834833	525541.1	203	0.000003374145	0.4096633	0.01245123	10	47.10811	90.40541	0.7567416	145.5967	22.27213	38.09835
NSFL1C	20	1422813	1448417	397238.8	386	0.000002958606	0.44368	0.04221822	17	54.89189	95.32432	0.8926424	203.1049	41.00656	50.84514
NSL1	1	212899496	212965139	365713.8	364	0.000002620147	0.43808	0.02582134	11	48.81081	94.97297	0.8759816	128.2393	18.0459	43.67937
NSMAF	8	59496066	59572404	200152.4	574	0.000004050649	0.38182	0.01667248	5	54.97297	96.08108	0.8583209	131.9475	17.85246	38.81
NSMCE1	16	27236315	27280113	227767.5	448	0.000003698606	0.49541	0.02675614	3	49.7027	96.32432	0.8479549	109.6033	9.786885	51.14382
NSMCE2	8	126104083	126379367	328239.4	420	0.000002986121	0.3954767	0.0376961	10	62.24324	99.02703	0.7876041	162.6918	27.59016	37.19951
NSMCE4A	10	123716609	123734743	249184.5	396	0.000002078375	0.43564	0.02537262	4	45.40541	88.72973	0.8790547	92.90164	11.07213	38.9416
NSUN2	5	6599355	6633157	253355.1	585	0.000005489602	0.45877	0.005516299	4	61	95.91892	0.8715138	170.4262	27.62295	45.41298
NSUN3	3	93781855	93845630	85578.27	1378	0.000006240772	0.38026	-0.008976791	5	58.67568	98.48649	0.5952564	112.1541	10.53443	42.78239
NSUN4	1	46806390	46830690	597666.8	255	0.000001827344	0.46446	0.02766095	19	52.27027	96.86486	0.9023465	133.3574	16.71803	50.06332
NSUN5	7	72716514	72722864	902769	422	0.000008370272	0.49307	0.051756	7	45.18919	86.48649	0.8936241	87.86557	4.747541	60.13877
NSUN6	10	18834264	18940550	74262.96	512	0.000006041996	0.40644	-0.004040493	6	49.51351	97.48649	0.8578579	113.2131	13.72131	38.039
NSUN7	4	40751914	40812000	238024.1	202	0.000002428395	0.42108	0.04715874	6	42.05405	91.64865	0.676068	102.8426	5.252459	35.5969
NT5C	17	73126324	73127877	1511891	168	0.000002522924	0.51393	0.02517605	34	40.83784	74.45946	0.9227393	82.78033	7.97377	60.85104
NT5C1A	1	40124793	40137710	974845.3	388	0.000002019746	0.5003	0.03579326	13	54.13514	90.86486	0.9067995	107.4721	9.042623	58.1433
NT5C1B	2	18744138	18770838	39949.15	1075	0.000002880993	0.39947	-0.006966922	7	50.05405	89.91892	0.8862391	121.9639	16.35082	46.12761
NT5C2	10	104845940	104953056	562037.6	150	0.000001622564	0.41446	0.04701561	22	47.54054	96.21622	0.8129009	107.918	11.2623	38.29744
NT5C3A	7	33053744	33102409	376608.7	359	0.000003020659	0.425925	0.01272589	6	47.13514	89.51351	0.8289872	103.0492	9.937705	34.63188
NT5C3B	17	39981335	39992523	1760409	175	0.000002587403	0.52699	0.03481408	55	72.02703	92.75676	0.8864928	146.4787	21.27541	48.41632
NT5DC1	6	116421999	116566852	260580.1	640	0.000002873722	0.368615	0.01924671	3	51.59459	96.21622	0.886725	114.9246	10.77705	45.06959
NT5DC2	3	52558386	52569093	1114087	192	0.000001574442	0.54946	0.04798502	34	39.89189	79.59459	0.8305619	85.39016	5.672131	59.02073
NT5DC3	12	104166081	104234975	1181243	358	0.000003024400	0.43842	0.01508528	5	49.78378	91.83784	0.8586775	132.777	17.45902	43.09021
NT5E	6	86159302	86205496	393239.2	321	0.000004420392	0.397115	0.0125947	2	51.40541	86.72973	0.8907636	100.5082	9.537705	42.96943
NT5M	17	17206680	17250975	900504.5	220	0.000002137178	0.46658	0.0151268	11	34.67568	67.32432	0.7819345	141.2787	25.47213	54.55935
NTAN1	16	15131717	15149833	564013.3	463	0.000004106662	0.45446	0.02216566	9	50.18919	92.94595	0.8597393	174.1279	32.26557	43.04134
NTF3	12	5541280	5604463	28523.15	735	0.000003376109	0.43663	0.01711542	10	45.72973	88.62162	0.8807458	115.6754	9.383607	52.90485
NTF4	19	49564399	49567124	2070141	200	0.000002736915	0.54266	0.03512479	49	41.45946	76.08108	0.9659825	61.47869	1.796721	63.92494
NTHL1	16	2089816	2097867	1747301	183	0.000002040026	0.58936	0.04588438	46	39.37838	76.02703	0.9171493	104.8426	14.68197	61.99501
NTM	11	131240371	132206715	9702.846	1115	0.000006686578	0.4309655	-0.004739868	1	46.94595	91.59459	0.6262297	121.8689	12.82623	52.32573
NTN1	17	8924859	9147316	128482.2	632	0.000002460210	0.4888567	-0.006560035	18	31.64865	60.78378	0.7479224	61.2	8.059016	59.1184
NTN3	16	2521500	2524145	2085452	321	0.000002035959	0.54157	0.04861571	49	31.67568	59.89189	0.9882569	81.59344	8.990164	64.95789
NTN4	12	96051584	96184536	461515.4	237	0.000002585005	0.41183	0.006903559	7	52.91892	96.35135	0.6757851	90.98689	4.091803	44.7898
NTN5	19	49164666	49176264	1597109	242	0.000002702743	0.53984	0.03144003	33	34.16216	61.43243	0.8271812	46.01639	4.498361	59.27371
NTNG1	1	107682629	108024471	78332.23	877	0.000003913090	0.375338	-0.01653969	2	50.27027	95.45946	0.8774253	120.8721	16.29836	42.74337
NTNG2	9	135037334	135118220	361444.3	509	0.000002605613	0.504585	0.03682388	9	40.16216	75.18919	0.8522683	69.85574	3.777049	62.88076
NTRK1	1	156785542	156851642	1505782	208	0.000003049820	0.51285	0.04542559	41	46.91892	88.83784	0.8683375	96.90164	9.622951	58.96913
NTRK2	9	87283466	87638505	17423.62	692	0.000002987381	0.40614	0.001115233	6	53.75676	97.81081	0.8380422	122.5574	15.59344	45.83853
NTRK3	15	88419988	88799661	124518.7	730	0.000005588308	0.4422125	-0.05718258	1	48.91892	90.02703	0.8202466	95.30492	7.665574	50.93498
NTS	12	86268075	86276763	22179.92	677	0.000005082874	0.35667	-0.03230636	6	45.10811	93.83784	0.8895104	160.5246	26.11148	35.26175
NTSR1	20	61340189	61394122	1286411	208	0.000003307647	0.5794279	0.02655454	17	41.83784	72.59459	0.8652801	100.1967	9.711475	61.69069
NTSR2	2	11798305	11810329	219483.2	336	0.000002409903	0.477375	0.02065249	10	44.24324	77.67568	0.8981146	109.141	17.88525	57.13131
NUAK1	12	106457125	106533811	143017.9	473	0.000002980275	0.438895	0.007295638	4	47.51351	90.27027	0.9013809	100.8033	7.327869	53.63379
NUAK2	1	205271193	205290883	664541.7	178	0.000002662327	0.47615	0.02984839	12	48.37838	89.81081	0.9110209	95.87213	5.87541	56.74434
NUB1	7	151038858	151075530	604407.1	282	0.000002412585	0.47609	0.04201033	28	56.48649	97.62162	0.8401209	65.82623	6.672131	40.59096
NUBP1	16	10837698	10863208	257979.9	356	0.000001981112	0.44696	0.03668678	6	49.2973	93.91892	0.84281	116.8787	13.64918	48.36074
NUBP2	16	1832933	1839191	1604603	288	0.000002193899	0.5807	0.03598955	33	36.78378	66.89189	0.9313665	73.5541	4.914754	66.00253
NUBPL	14	32030591	32330417	335822	583	0.000002347662	0.3848775	-0.007237581	8	43.54054	90.08108	0.7513784	75.33443	2.301639	37.84165
NUCB1	19	49403307	49426539	1927185	211	0.000002725564	0.51941	0.04304709	41	44.32432	89.83784	0.8657446	83.00656	4.308197	58.86963
NUCB2	11	17298286	17353069	522189	387	0.000002517260	0.41024	0.01923724	6	41.35135	91.32432	0.8904769	132.3475	21.29508	32.02981
NUCKS1	1	205681947	205719361	732565.5	281	0.000002658166	0.451095	0.03518801	17	45.02703	89.40541	0.8988737	179.1475	29.93115	40.06169
NUDC	1	27248224	27272887	1025094	188	0.000001697486	0.50271	0.03420872	28	46.18919	92.81081	0.8698019	71.54098	3.606557	52.78108
NUDCD1	8	110253149	110346350	134762.2	731	0.000005014716	0.37423	0.01662003	4	51.10811	92.78378	0.9174846	145.7016	20.23607	39.00883
NUDCD2	5	162880587	162887143	226024.9	696	0.000005330357	0.40061	0.01165107	3	38.10811	86.27027	0.8948446	140.5246	20.40656	47.42953
NUDCD3	7	44421967	44530385	1535714	363	0.000002633754	0.44478	0.05158133	18	53.32432	93.02703	0.894837	143.9607	21.0623	51.67834
NUDT1	7	2281857	2290780	814175.8	430	0.000002735020	0.52751	0.03813912	10	47.59459	83.59459	0.9076916	163.2164	27.43279	56.78966
NUDT10	23	51075083	51080369	112254.2	NaN	0.000003686370	0.3847	0.003177796	4	29.27027	58.32432	0.9376605	65.10164	4.055738	53.18927
NUDT11	23	51232872	51239459	118616	NaN	0.000003805716	0.40397	0.03116832	4	27.37838	59.18919	0.9197394	64.12787	3.881967	51.75119
NUDT12	5	102884557	102898490	201826.3	521	0.000003411552	0.37432	0.00004384873	5	41.21622	92.72973	0.9161957	99.63934	3.393443	38.43874
NUDT13	10	74870210	74891580	539834.5	354	0.000001751410	0.38466	0.04007761	11	45.75676	92.21622	0.8638856	119.5738	10.93115	44.37585
NUDT14	14	105639277	105647660	872032.8	260	0.000006230401	0.57659	0.02465061	16	38.08108	76	0.8836663	75.46557	3.947541	62.98434
NUDT15	13	48611703	48621282	324466.5	567	0.000002987041	0.40742	0.03442088	3	40.59459	84.21622	0.9350404	68.86885	4.468852	40.16274
NUDT16	3	131100515	131107673	274680.8	843	0.000003415317	0.41524	0.0201307	8	52.08108	85.72973	0.9295795	102.0525	6.734426	62.15435
NUDT16L1	16	4743716	4745846	717235.2	194	0.000002169558	0.56884	0.03539135	18	25.08108	53.08108	0.9219103	52.84918	2.622951	64.92547
NUDT18	8	21964383	21966932	584373.3	219	0.000002293344	0.50822	0.03417787	10	35.67568	72	0.9615937	46.49836	1.714754	59.94137
NUDT19	19	33182867	33204701	420201.2	410	0.000003194682	0.47044	-0.03574806	6	40.05405	67.75676	0.8910631	121.5738	20.87541	44.29081
NUDT2	9	34329504	34343695	478814.9	302	0.000002038225	0.43786	0.03756575	13	54.97297	95.54054	0.9188799	159.318	25.64918	48.97549
NUDT21	16	56463049	56485261	504003.1	442	0.000002428496	0.47949	0.004892878	10	45.56757	93.37838	0.8425507	147.6066	23.05246	42.15198
NUDT22	11	63993738	63997487	1602391	278	0.000002236998	0.56135	0.05658948	23	46.64865	86.75676	0.9137404	94.57377	7.344262	61.08805
NUDT3	6	34256002	34360441	983692.5	233	0.000002408708	0.45671	0.0305743	13	48.86486	91.21622	0.7530565	94.25902	5.003279	46.89344
NUDT4	12	93771701	93797022	416654.7	419	0.000002200478	0.42748	0.01811685	6	49.08108	80.40541	0.8466331	97.79016	12.47869	41.64157
NUDT5	10	12209574	12238143	328302.7	227	0.000002594981	0.43983	0.03358163	9	53.97297	98.08108	0.6875424	112.0098	15.32787	43.29791
NUDT6	4	123813805	123844123	126682.4	414	0.000002662696	0.38324	0.01902851	8	44.43243	90.45946	0.8968396	95.08525	7.334426	42.52854
NUDT7	16	77756411	77776153	79180.92	1194	0.000004562221	0.41521	-0.0244911	4	51.32432	94.67568	0.9065935	121.1344	14.40328	42.8284
NUDT8	11	67395410	67397401	1374022	393	0.000003790463	0.51761	0.05256568	34	44.16216	83.18919	0.9332562	77.8918	2.432787	63.74407
NUDT9	4	88343735	88379497	530607.4	537	0.000002353220	0.40814	0.02330897	9	46.08108	96.94595	0.8562164	91.66557	3.521311	43.7154
NUF2	1	163291723	163325553	130027.3	852	0.000004972170	0.373805	-0.009450484	8	49.86486	94.13514	0.8696103	104.4	7.032787	32.97603
NUFIP1	13	45513384	45563613	685617.4	360	0.000002401755	0.42123	0.03234761	4	45.37838	90.18919	0.8735342	104.6525	11.38033	39.34641
NUFIP2	17	27582855	27621166	1348501	128	0.000002161269	0.46155	0.03238366	29	53.62162	93.02703	0.9558712	182.0328	33.16066	44.44383
NUMA1	11	71713911	71791573	747701.9	311	0.000003877987	0.45758	0.05878411	14	47.91892	90.10811	0.9316918	139.5213	17.47541	57.14135
NUMB	14	73741918	73925286	567658.8	180	0.000002291836	0.43458	0.04114759	8	49.97297	97.16216	0.8682808	112.8721	11.72131	45.46809
NUMBL	19	41171814	41196556	918439.4	226	0.000002495021	0.53258	0.03443869	26	45.89189	80.54054	0.890004	46.05246	3.2	59.91573
NUP107	12	69080731	69136472	486884.5	294	0.000002798270	0.40144	0.03128345	7	50.48649	93.91892	0.8056966	126.0557	11.73443	36.24462
